,,,DBN,School Name,School Type,Enrollment,Impact Score,Performance Score,Instruction and Performance - Rating,Safety and School Climate - Rating,Relationships with Families - Rating,Instruction/Learning Environment - School Percent Positive,Advising and Planning - School Percent Positive,Safety - School Percent Positive,School Leadership - School Percent Positive,Student Support - School Percent Positive,Teaching Environment - School Percent Positive,Communication - School Percent Positive,Family Involvement - School Percent Positive,Family-School Trust - School Percent Positive,Average Incoming ELA Proficiency (Based on 5th Grade),Average Incoming Math Proficiency (Based on 5th Grade),Percent Female,Percent Male,Percent Neither Female nor Male,Percent English Language Learners,Percent Students with IEPs,Percentage of students recommended for general ed settings with Special Ed Teacher Support Services (SETSS),Percentage of students recommended for Integrated Co-Teaching (ICT) services,Percentage of students recommended for Special Class (SC) services,Economic Need Index,Percent in Temp Housing,Percent HRA Eligible,Student Percent - Asian,Student Percent - Black,Student Percent - Hispanic,Student Percent - Native American,Student Percent - Native Hawaiian or Pacific Islander,Student Percent - White,Teacher Percent - Asian,Teacher Percent - Black,Teacher Percent - Hispanic,Teacher Percent - Native American,Teacher Percent - Native Hawaiian or Pacific Islander,Teacher Percent - White,Nearby Student Distance (mi),Nearby Student Percent - Asian,Nearby Student Percent - Black,Nearby Student Percent - Hispanic,Nearby Student Percent - Native American,Nearby Student Percent - Native Hawaiian or Pacific Islander,Nearby Student Percent - White,District Percent - Asian,District Percent - Black,District Percent - Hispanic,District Percent - Native American,District Percent - Native Hawaiian or Pacific Islander,District Percent - White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Average Student Attendance,Percentage of Students with >90% Attendance,Teacher Attendance Rate,Percentage of students with IEPs receiving all recommended special education programs,Percentage of students with IEPs receiving some recommended special education programs,Percentage of students with IEPs receiving no recommended special education programs,Percentage of students with IEPs receiving all recommended related services,Percentage of students with IEPs receiving some recommended related services,Percentage of students with IEPs receiving no recommended related services
,,,28Q310,Queens Collegiate: A College Board School,Middle,263,0.44,0.55,Fair,Good,,0.64,0.84,0.59,0.76,0.63,0.67,,,,2.88,2.78,0.502,0.498,0,0.141,0.171,0,0.084,0.076,0.764,0.118,0.663,0.217,0.342,0.327,0.057,0.019,0.015,0.152,0.261,0.13,0,0,0.391,1.6,0.322,0.175,0.381,0.026,0.008,0.075,0.251,0.187,0.362,0.033,0.008,0.134,3.1,0.891,0.943,0.814,0.938,0.89,N/A,N/A,0.97,N/A,N/A
,,,28Q312,Jamaica Children's School,Elementary,243,0.39,0.4,Fair,Fair,Excellent,0.83,,0.59,0.9,0.88,0.85,0.97,0.95,0.97,,,0.556,0.444,0,0.202,0.259,0,0.111,0.111,0.869,0.214,0.827,0.119,0.461,0.333,0.037,0.012,0.016,N<5,N<5,N<5,0,0,0.542,0.4,0.191,0.469,0.263,0.035,0.014,0.013,0.292,0.142,0.33,0.045,0.01,0.142,2.1,0.625,0.874,0.441,0.964,0.98,N/A,N/A,0.99,N/A,N/A
,,,28Q332,Redwood Middle School,Middle,300,0.52,0.5,Good,,Good,,,,,,,0.93,0.84,0.94,2.62,2.49,0.477,0.523,0,0.14,0.147,0.013,0.07,0.06,0.789,0.22,0.72,0.09,0.567,0.237,0.05,0.013,0.017,N<5,0.261,0,0,0,0.609,0.8,0.036,0.765,0.138,0.029,0.008,0.013,0.251,0.187,0.362,0.033,0.008,0.134,5.1,0.913,0.881,0.531,0.97,0.98,N/A,N/A,0.96,N/A,N/A
,,,28Q349,The Queens School for Leadership and Excellence,Elementary,578,0.45,0.48,Fair,Good,Excellent,0.87,0.71,0.66,0.87,0.87,0.89,0.98,0.95,0.96,,,0.49,0.51,0,0.237,0.151,0,0.052,0.071,0.854,0.189,0.784,0.408,0.111,0.422,0.033,0.003,0.016,N<5,0.116,0.14,0,0,0.605,0.2,0.456,0.11,0.378,0.03,0.007,0.013,0.292,0.142,0.33,0.045,0.01,0.142,9.2,0.628,0.915,0.68,0.961,0.94,N/A,N/A,1,0,0
,,,28Q354,The Jermaine L. Green STEM Institute of Queens,Elementary,451,0.47,0.45,Good,Fair,Good,0.8,1,0.49,0.65,0.79,0.71,0.93,0.95,0.95,,,0.508,0.492,0,0.071,0.235,0.013,0.098,0.091,0.768,0.146,0.725,0.02,0.701,0.195,0.033,0.009,0.013,N<5,0.395,N<5,0,0,0.442,0.3,0.02,0.777,0.142,0.015,0.006,0.006,0.292,0.142,0.33,0.045,0.01,0.142,1.9,0.721,0.896,0.607,0.962,1,0,0,0.98,N/A,N/A
,,,28Q358,M.S. 358,Middle,350,0.57,0.56,Excellent,Good,Good,0.81,0.88,0.65,0.89,0.74,0.92,0.92,0.8,0.92,2.64,2.56,0.483,0.517,0,0.22,0.157,0.023,0.086,0.04,0.838,0.16,0.771,0.317,0.169,0.483,0.014,0.003,0.014,N<5,0.481,N<5,0,0,0.259,0.2,0.401,0.112,0.458,0.009,0.003,0.017,0.251,0.187,0.362,0.033,0.008,0.134,1.3,0.815,0.913,0.657,0.963,0.94,N/A,N/A,0.93,N/A,N/A
,,,28Q680,Queens Gateway to Health Sciences Secondary School,Middle,281,0.49,0.78,Excellent,Good,Fair,0.79,0.85,0.68,0.65,0.68,0.68,0.87,0.85,0.86,3.46,3.42,0.395,0.605,0,0.036,0.174,0,0.125,0.039,0.642,0.062,0.548,0.577,0.199,0.128,0.046,0.014,0.021,N<5,0.268,0.122,N<5,N<5,0.512,1.5,0.357,0.125,0.396,0.019,0.006,0.081,0.251,0.187,0.362,0.033,0.008,0.134,12.4,0.805,0.941,0.838,0.945,0.9,0.1,0,0.99,N/A,N/A
,,,28Q896,"Young Women's Leadership School, Queens",Middle,256,0.31,0.47,Fair,Good,Good,0.75,0.81,0.56,0.77,0.61,0.83,0.94,0.83,0.95,2.91,2.74,1,0,0,0.094,0.223,0.098,0.063,0.047,0.728,0.077,0.647,0.422,0.254,0.254,0.035,0.012,0.012,0.206,0.265,0.176,0,0,0.353,1.3,0.302,0.177,0.415,0.036,0.01,0.048,0.251,0.187,0.362,0.033,0.008,0.134,11.2,0.765,0.923,0.7,0.967,0.98,N/A,N/A,0.88,0,0.13
,,,29Q015,P.S. 015 Jackie Robinson,Elementary,290,0.52,0.49,Good,Good,Excellent,0.84,1,0.63,0.89,0.88,0.87,0.98,0.98,0.99,,,0.483,0.517,0,0.097,0.279,0.003,0.124,0.134,0.754,0.103,0.7,0.028,0.783,0.141,0.017,0.003,0.003,N<5,0.308,N<5,N<5,0,0.462,0.4,0.032,0.76,0.146,0.018,0.007,0.007,0.235,0.476,0.208,0.041,0.008,0.012,1.1,0.846,0.914,0.666,0.957,0.92,N/A,N/A,0.93,N/A,N/A
,,,29Q033,P.S. 033 Edward M. Funk,Elementary,700,0.35,0.47,Fair,Good,Excellent,0.83,0.62,0.95,0.89,0.85,0.94,0.96,0.93,0.96,,,0.493,0.507,0,0.157,0.156,0.001,0.081,0.054,0.692,0.124,0.63,0.477,0.121,0.256,0.069,0.009,0.02,N<5,0.167,N<5,0,0,0.685,0.5,0.471,0.13,0.3,0.037,0.005,0.04,0.235,0.476,0.208,0.041,0.008,0.012,8.6,0.982,0.924,0.738,0.941,0.98,N/A,N/A,0.96,N/A,N/A
,,,29Q034,P.S. 034 John Harvard,Elementary,440,0.51,0.51,Fair,Fair,Good,0.72,,0.67,0.69,0.79,0.64,0.92,0.92,0.94,,,0.489,0.511,0,0.173,0.189,0.009,0.075,0.08,0.773,0.116,0.73,0.195,0.511,0.223,0.036,0.011,0.011,N<5,N<5,N<5,0,0,0.794,0.3,0.162,0.575,0.171,0.048,0.009,0.017,0.235,0.476,0.208,0.041,0.008,0.012,20.5,0.647,0.922,0.683,0.957,0.98,N/A,N/A,0.93,N/A,N/A
,,,29Q035,P.S. 035 Nathaniel Woodhull,Elementary,557,0.44,0.48,Fair,Needs Improvement,Excellent,0.74,0.64,0.62,0.59,0.62,0.57,0.95,0.94,0.98,,,0.492,0.508,0,0.197,0.189,0.002,0.088,0.092,0.807,0.106,0.768,0.357,0.28,0.248,0.07,0.014,0.018,0.244,0.267,0.111,0,0,0.378,0.3,0.24,0.412,0.252,0.059,0.009,0.016,0.235,0.476,0.208,0.041,0.008,0.012,4,0.844,0.897,0.599,0.957,0.99,N/A,N/A,0.95,0,0.05
,,,29Q036,P.S. 036 Saint Albans School,Elementary,274,0.33,0.33,Fair,Fair,Good,0.77,,0.65,0.57,0.78,0.61,0.91,0.9,0.96,,,0.456,0.544,0,0.12,0.201,0.007,0.099,0.073,0.792,0.153,0.741,0.077,0.646,0.175,0.055,0.011,0.018,N<5,0.5,N<5,0,0,0.344,0.4,0.05,0.725,0.152,0.023,0.007,0.016,0.235,0.476,0.208,0.041,0.008,0.012,2.1,0.75,0.902,0.636,0.961,1,0,0,0.99,N/A,N/A
,,,29Q037,Cynthia Jenkins School,Elementary,252,0.41,0.38,Fair,Fair,Good,0.71,,0.59,0.78,0.83,0.69,0.95,0.9,0.93,,,0.452,0.544,0.004,0.087,0.242,0,0.111,0.123,0.81,0.21,0.762,0.012,0.825,0.119,0.016,0.004,0.016,N<5,0.538,N<5,0,0,0.346,0.4,0.02,0.78,0.133,0.025,0.009,0.011,0.235,0.476,0.208,0.041,0.008,0.012,4.4,0.923,0.89,0.554,0.941,0.98,N/A,N/A,0.97,N/A,N/A
,,,29Q038,P.S. 038 Rosedale,Elementary,230,0.66,0.66,Excellent,Good,Excellent,0.87,,0.78,0.84,0.9,0.86,0.98,0.94,0.97,,,0.448,0.552,0,0.039,0.213,0.004,0.096,0.087,0.619,0.096,0.552,0.061,0.752,0.135,0.009,0.009,0,N<5,0.375,N<5,0,0,0.5,0.5,0.044,0.733,0.148,0.019,0.007,0.016,0.235,0.476,0.208,0.041,0.008,0.012,10.1,0.958,0.907,0.691,0.942,1,0,0,0.97,N/A,N/A
,,,29Q052,P.S. 052 Queens,Elementary,255,0.39,0.33,Fair,Good,Excellent,0.79,0.91,0.86,0.89,0.86,0.91,0.96,0.93,0.97,,,0.478,0.522,0,0.325,0.239,0.004,0.118,0.11,0.876,0.451,0.812,0.039,0.482,0.42,0.008,0.004,0.031,N<5,0.419,N<5,0,0,0.452,0.5,0.059,0.64,0.228,0.02,0.005,0.015,0.235,0.476,0.208,0.041,0.008,0.012,6.1,0.936,0.861,0.433,0.972,0.93,N/A,N/A,0.92,N/A,N/A
,,,29Q059,I.S. 059 Springfield Gardens,Middle,406,0.49,0.47,Good,Fair,Good,0.76,0.87,0.51,0.87,0.64,0.83,0.91,0.88,0.92,2.67,2.4,0.507,0.493,0,0.059,0.18,0,0.106,0.064,0.705,0.167,0.643,0.032,0.781,0.131,0.03,0.002,0.012,N<5,0.727,N<5,0,0,N<5,0.9,0.021,0.817,0.111,0.025,0.005,0.011,0.159,0.543,0.216,0.048,0.01,0.013,0.6,0.97,0.889,0.555,0.978,0.98,N/A,N/A,0.96,N/A,N/A
,,,29Q095,P.S. 095 Eastwood,Elementary,1104,0.6,0.68,Good,Good,Excellent,0.87,0.99,0.87,0.93,0.91,0.94,0.99,0.95,0.99,,,0.497,0.503,0,0.335,0.131,0.023,0.056,0.036,0.807,0.161,0.738,0.406,0.08,0.429,0.063,0.003,0.009,0.096,0.315,0.247,0,0,0.329,0.3,0.453,0.089,0.353,0.073,0.005,0.009,0.235,0.476,0.208,0.041,0.008,0.012,12.9,0.945,0.88,0.525,0.973,0.91,N/A,N/A,0.98,N/A,N/A
,,,29Q109,Jean Nuzzi Intermediate School,Middle,924,0.49,0.55,Fair,Good,Fair,0.77,0.9,0.55,0.84,0.66,0.88,0.91,0.86,0.9,2.75,2.67,0.491,0.509,0,0.143,0.165,0.006,0.085,0.062,0.692,0.116,0.639,0.344,0.303,0.224,0.079,0.014,0.023,0.085,0.38,0.07,0,0,0.408,0.7,0.424,0.24,0.218,0.071,0.016,0.023,0.159,0.543,0.216,0.048,0.01,0.013,0.5,0.958,0.91,0.674,0.953,0.97,N/A,N/A,0.98,N/A,N/A
,,,29Q116,P.S./I.S. 116 William C. Hughley,K-8,777,0.45,0.35,Fair,,Good,,,,,,,0.95,0.87,0.94,,,0.501,0.498,0.001,0.29,0.227,0.01,0.081,0.113,0.847,0.203,0.798,0.113,0.356,0.458,0.037,0.023,0.008,N<5,0.541,0.164,0,0,0.262,0.3,0.13,0.473,0.32,0.036,0.022,0.009,0.166,0.548,0.205,0.04,0.009,0.013,1.1,0.918,0.886,0.548,0.963,0.93,0.07,0,0.96,0,0.04
,,,29Q118,P.S. 118 Lorraine Hansberry,Elementary,347,0.49,0.45,Fair,Good,Good,0.8,,0.89,0.79,0.8,0.85,0.96,0.92,0.93,,,0.493,0.507,0,0.138,0.222,0.009,0.089,0.104,0.79,0.118,0.749,0.184,0.585,0.205,0.02,0.006,0,N<5,0.548,N<5,0,0,0.323,0.4,0.146,0.614,0.172,0.035,0.007,0.009,0.235,0.476,0.208,0.041,0.008,0.012,8.1,0.807,0.899,0.587,0.961,0.94,N/A,N/A,0.97,N/A,N/A
,,,29Q131,P.S. 131 Abigail Adams,Elementary,723,0.53,0.64,Good,Good,Excellent,0.81,0.91,0.87,0.85,0.94,0.89,0.97,0.95,0.97,,,0.481,0.519,0,0.181,0.189,0.003,0.09,0.068,0.746,0.191,0.671,0.743,0.054,0.147,0.017,0.003,0.028,0.094,N<5,N<5,0,0,0.755,0.4,0.745,0.035,0.156,0.011,0.002,0.04,0.235,0.476,0.208,0.041,0.008,0.012,9.2,0.811,0.908,0.64,0.955,0.97,N/A,N/A,0.98,0,0.02
,,,29Q132,P.S. 132 Ralph Bunche,Elementary,284,0.66,0.61,Excellent,Good,Good,0.9,,0.95,0.92,0.93,0.91,0.95,0.95,0.94,,,0.496,0.504,0,0.049,0.25,0,0.144,0.085,0.662,0.085,0.641,0.014,0.761,0.12,0.07,0.004,0.011,N<5,0.69,N<5,N<5,N<5,0.241,0.6,0.015,0.805,0.11,0.025,0.006,0.007,0.235,0.476,0.208,0.041,0.008,0.012,5.1,0.897,0.903,0.634,0.966,1,0,0,0.95,0,0.05
,,,29Q134,P.S. 134 Hollis,Elementary,300,0.34,0.34,Fair,Fair,Good,0.75,,0.79,0.72,0.79,0.81,0.93,0.89,0.95,,,0.52,0.48,0,0.247,0.21,0.003,0.093,0.067,0.793,0.157,0.733,0.147,0.5,0.253,0.057,0.023,0.013,N<5,0.323,N<5,N<5,0,0.484,0.3,0.138,0.585,0.186,0.035,0.025,0.005,0.235,0.476,0.208,0.041,0.008,0.012,7,0.774,0.895,0.604,0.954,0.98,N/A,N/A,0.91,N/A,N/A
,,,29Q135,The Bellaire School,Elementary,662,0.34,0.42,Fair,Good,Excellent,0.78,0.98,0.71,0.89,0.82,0.89,0.97,0.96,0.98,,,0.494,0.506,0,0.221,0.195,0.015,0.068,0.082,0.73,0.165,0.686,0.382,0.211,0.252,0.092,0.006,0.023,N<5,0.148,0.082,0,N<5,0.689,0.4,0.416,0.216,0.206,0.09,0.008,0.026,0.235,0.476,0.208,0.041,0.008,0.012,9.5,0.967,0.898,0.587,0.952,0.97,N/A,N/A,0.98,N/A,N/A
,,,29Q136,P.S. 136 Roy Wilkins,Elementary,327,0.45,0.42,Fair,Needs Improvement,Good,0.71,0.67,0.52,0.54,0.74,0.58,0.96,0.96,0.74,,,0.453,0.547,0,0.125,0.22,0.006,0.101,0.098,0.75,0.174,0.706,0.064,0.795,0.098,0.015,0.021,0,N<5,0.563,0,N<5,0,0.344,0.4,0.036,0.815,0.083,0.034,0.006,0.006,0.235,0.476,0.208,0.041,0.008,0.012,2.4,0.813,0.905,0.624,0.953,0.97,N/A,N/A,0.95,0,0.05
,,,29Q138,P.S./M.S. 138 Sunrise,K-8,571,0.44,0.33,Fair,Fair,Good,0.73,0.85,0.51,0.87,0.67,0.89,0.95,0.85,0.95,,,0.476,0.524,0,0.152,0.166,0.004,0.061,0.095,0.783,0.156,0.751,0.035,0.681,0.207,0.021,0.004,0.03,N<5,0.289,0.244,0,0,0.378,0.4,0.023,0.76,0.145,0.017,0.003,0.024,0.166,0.548,0.205,0.04,0.009,0.013,13.4,0.933,0.889,0.561,0.971,0.99,N/A,N/A,0.99,N/A,N/A
,,,29Q147,P.S./M.S. 147 Ronald McNair,K-8,400,0.33,0.24,Fair,Fair,Good,0.76,0.86,0.53,0.68,0.67,0.75,0.9,0.88,0.91,,,0.478,0.523,0,0.065,0.23,0,0.14,0.088,0.688,0.08,0.643,0.033,0.773,0.153,0.02,0,0.01,N<5,0.45,N<5,0,0,0.45,0.5,0.035,0.801,0.111,0.029,0.006,0.006,0.166,0.548,0.205,0.04,0.009,0.013,8.1,0.9,0.899,0.639,0.951,0.99,N/A,N/A,0.95,0,0.05
,,,29Q156,P.S. 156 Laurelton,Elementary,141,0.49,0.45,Fair,Good,Good,0.81,1,0.88,0.84,0.83,0.82,0.95,0.93,0.92,,,0.56,0.44,0,0.078,0.22,0,0.028,0.149,0.777,0.099,0.745,0.014,0.823,0.135,0.014,0,0.007,N<5,0.643,0,0,0,N<5,0.3,0.026,0.787,0.114,0.026,0.004,0.018,0.235,0.476,0.208,0.041,0.008,0.012,10.6,0.786,0.912,0.677,0.971,0.89,N/A,N/A,0.95,N/A,N/A
,,,29Q176,P.S. 176 Cambria Heights,Elementary,509,0.63,0.66,Excellent,Good,Good,0.81,1,0.77,0.89,0.83,0.85,0.95,0.93,0.94,,,0.525,0.475,0,0.024,0.202,0.014,0.081,0.055,0.515,0.043,0.477,0.047,0.831,0.059,0.035,0.004,0.006,N<5,0.45,0.125,0,0,0.3,1.2,0.023,0.8,0.111,0.027,0.004,0.009,0.235,0.476,0.208,0.041,0.008,0.012,1.5,0.875,0.931,0.772,0.969,0.94,N/A,N/A,0.96,0,0.04
,,,29Q181,P.S. 181 Brookfield,Elementary,282,0.68,0.61,Excellent,Fair,Good,0.81,0.67,0.73,0.84,0.71,0.78,0.97,0.95,0.94,,,0.422,0.578,0,0.071,0.348,0,0.096,0.238,0.785,0.131,0.762,0.067,0.67,0.195,0.025,0.014,0.004,0.132,0.474,N<5,0,0,0.263,0.4,0.033,0.767,0.135,0.015,0.003,0.01,0.235,0.476,0.208,0.041,0.008,0.012,3,0.816,0.889,0.557,0.949,0.98,N/A,N/A,0.99,N/A,N/A
,,,29Q192,I.S. 192 The Linden,Middle,348,0.36,0.33,Fair,Fair,Good,0.76,0.86,0.53,0.9,0.64,0.87,0.93,0.83,0.95,2.6,2.43,0.399,0.601,0,0.161,0.195,0.009,0.095,0.083,0.772,0.178,0.704,0.078,0.661,0.172,0.037,0.034,0.003,N<5,0.607,N<5,N<5,0,0.179,0.6,0.117,0.643,0.172,0.038,0.007,0.009,0.159,0.543,0.216,0.048,0.01,0.013,3,0.893,0.899,0.613,0.96,0.86,N/A,N/A,0.95,N/A,N/A
,,,29Q195,P.S. 195 William Haberle,Elementary,274,0.42,0.41,Fair,Good,Excellent,0.78,1,0.78,0.86,0.82,0.84,0.96,0.94,0.96,,,0.507,0.493,0,0.088,0.204,0.011,0.047,0.135,0.72,0.102,0.675,0.033,0.792,0.135,0.018,0.007,0.007,N<5,0.464,N<5,N<5,N<5,0.464,0.3,0.018,0.809,0.117,0.01,0.008,0.005,0.235,0.476,0.208,0.041,0.008,0.012,4.1,0.964,0.885,0.585,0.959,0.84,0.16,0,0.94,N/A,N/A
,,,29Q208,P.S./I.S. 208,K-8,592,0.35,0.49,Fair,Good,Good,0.78,0.87,0.6,0.86,0.69,0.93,0.95,0.91,0.93,,,0.505,0.495,0,0.025,0.247,0.008,0.1,0.118,0.515,0.035,0.466,0.118,0.601,0.135,0.084,0.012,0.02,N<5,0.192,N<5,0,0,0.577,3.2,0.483,0.173,0.194,0.026,0.006,0.091,0.166,0.548,0.205,0.04,0.009,0.013,3.8,0.865,0.922,0.708,0.968,0.92,0.08,0,0.97,N/A,N/A
,,,29Q238,I.S. 238 - Susan B. Anthony Academy,Middle,922,0.5,0.46,Good,Fair,Good,0.72,0.83,0.5,0.77,0.63,0.77,0.89,0.82,0.93,2.79,2.65,0.483,0.517,0,0.258,0.133,0.017,0.056,0.057,0.818,0.238,0.746,0.285,0.226,0.405,0.054,0.012,0.011,0.104,0.325,0.117,0,0,0.429,0.7,0.35,0.204,0.338,0.049,0.014,0.033,0.159,0.543,0.216,0.048,0.01,0.013,12.9,0.909,0.899,0.663,0.966,0.97,N/A,N/A,0.97,N/A,N/A
,,,29Q251,P.S. 251 Queens,Elementary,219,0.55,0.55,Fair,Fair,Good,0.68,,0.71,0.58,0.66,0.64,0.95,0.99,0.93,,,0.438,0.562,0,0.1,0.224,0.005,0.082,0.123,0.686,0.114,0.621,0.073,0.671,0.169,0.018,0,0.005,N<5,0.25,N<5,N<5,N<5,0.7,0.6,0.035,0.72,0.168,0.024,0.003,0.011,0.235,0.476,0.208,0.041,0.008,0.012,8,1,0.887,0.583,0.956,0.77,N/A,N/A,0.96,N/A,N/A
,,,29Q259,Pathways College Preparatory School: A College Board School,Middle,309,0.51,0.64,Excellent,Good,Fair,0.74,0.86,0.6,0.67,0.66,0.69,0.9,0.84,0.88,2.92,2.74,0.592,0.408,0,0.042,0.155,0.006,0.1,0.042,0.65,0.099,0.562,0.071,0.689,0.139,0.081,0.006,0.006,N<5,0.529,N<5,0,0,0.314,0.9,0.147,0.61,0.167,0.044,0.013,0.008,0.159,0.543,0.216,0.048,0.01,0.013,4.2,0.804,0.962,0.908,0.965,0.96,N/A,N/A,0.97,N/A,N/A
,,,29Q268,P.S./I.S. 268,K-8,668,0.43,0.34,Fair,Fair,Good,0.71,0.87,0.55,0.81,0.61,0.82,0.91,0.86,0.92,,,0.479,0.521,0,0.286,0.19,0.004,0.094,0.067,0.85,0.163,0.786,0.259,0.12,0.507,0.082,0.01,0.015,0.16,0.16,0.16,0,0,0.5,0.3,0.283,0.113,0.515,0.06,0.008,0.012,0.166,0.548,0.205,0.04,0.009,0.013,3.1,0.86,0.908,0.646,0.946,0.92,0.08,0,0.96,0,0.04
,,,29Q270,The Gordon Parks School,K-8,602,0.33,0.42,Fair,Good,Fair,0.76,0.91,0.48,0.67,0.64,0.72,0.88,0.9,0.85,,,0.5,0.5,0,0.025,0.184,0.013,0.106,0.056,0.625,0.093,0.588,0.017,0.827,0.085,0.018,0.022,0.008,N<5,0.51,0.143,0,0,0.306,0.8,0.02,0.805,0.105,0.027,0.005,0.02,0.166,0.548,0.205,0.04,0.009,0.013,12.4,0.898,0.93,0.784,0.967,0.97,N/A,N/A,0.97,N/A,N/A
,,,29Q283,Preparatory Academy for Writers: A College Board School,Middle,199,0.51,0.58,Good,,Good,,,,,,,0.9,0.85,0.91,2.79,2.68,0.477,0.523,0,0.065,0.171,0,0.111,0.05,0.63,0.125,0.612,0.02,0.809,0.146,0.015,0,0.005,N<5,0.4,0.143,0,0,0.343,1.1,0.023,0.805,0.116,0.022,0.004,0.016,0.159,0.543,0.216,0.048,0.01,0.013,15.1,0.943,0.95,0.852,0.962,0.93,0.07,0,0.95,N/A,N/A
,,,29Q289,Queens United Middle School,Middle,220,0.47,0.44,Good,Good,,0.68,0.81,0.57,0.96,0.65,0.89,,,,2.57,2.51,0.473,0.527,0,0.032,0.264,0.005,0.105,0.127,0.603,0.095,0.559,0,0.877,0.068,0.027,0.005,0.014,N<5,0.474,N<5,0,0,0.316,1.1,0.018,0.815,0.109,0.019,0.003,0.02,0.159,0.543,0.216,0.048,0.01,0.013,6.2,0.895,0.933,0.763,0.962,0.98,N/A,N/A,0.98,N/A,N/A
,,,29Q295,P.S./I.S. 295,K-8,547,0.51,0.57,Good,Good,Good,0.7,0.89,0.59,0.61,0.61,0.66,0.95,0.93,0.95,,,0.486,0.514,0,0.117,0.212,0,0.097,0.099,0.653,0.15,0.559,0.303,0.201,0.38,0.053,0.024,0.026,0.13,0.217,N<5,0,0,0.587,0.5,0.3,0.25,0.322,0.052,0.017,0.027,0.166,0.548,0.205,0.04,0.009,0.013,3.5,0.891,0.932,0.75,0.949,0.92,0.08,0,0.98,N/A,N/A
,,,29Q327,Eagle Academy for Young Men III,Middle,204,0.35,0.39,Fair,Good,Good,0.66,0.78,0.51,0.72,0.65,0.66,0.92,0.9,0.97,2.63,2.62,0.005,0.995,0,0.015,0.279,0.01,0.118,0.118,0.702,0.106,0.63,0.01,0.892,0.049,0.005,0.005,0.01,N<5,0.692,N<5,0,0,0.154,1.4,0.11,0.587,0.224,0.041,0.011,0.014,0.159,0.543,0.216,0.048,0.01,0.013,3.3,0.795,0.973,0.941,0.942,0.95,0.05,0,0.91,0,0.09
,,,29Q355,Collaborative Arts Middle School,Middle,292,0.42,0.41,Fair,Good,Good,0.81,0.91,0.54,0.89,0.7,0.9,0.95,0.82,0.92,2.68,2.49,0.545,0.455,0,0.092,0.212,0.003,0.113,0.075,0.768,0.216,0.719,0.014,0.774,0.178,0.024,0,0.007,N<5,0.52,0.2,N<5,0,N<5,0.9,0.03,0.79,0.128,0.025,0.003,0.01,0.159,0.543,0.216,0.048,0.01,0.013,13.2,0.72,0.906,0.666,0.938,0.95,N/A,N/A,0.95,N/A,N/A
,,,29Q356,Community Voices Middle School,Middle,305,0.49,0.44,Good,,,,,,,,,,,,2.48,2.37,0.397,0.603,0,0.115,0.252,0.01,0.134,0.105,0.791,0.21,0.725,0.013,0.764,0.161,0.026,0.007,0.016,0,0.483,N<5,0,0,0.379,0.9,0.033,0.781,0.135,0.026,0.003,0.009,0.159,0.543,0.216,0.048,0.01,0.013,7.7,0.966,0.875,0.506,0.956,0.97,N/A,N/A,0.99,N/A,N/A
,,,29Q360,P.S. 360,Elementary,269,0.57,0.59,Good,Good,Excellent,0.79,0.83,0.75,0.84,0.85,0.87,0.98,0.95,0.97,,,0.528,0.472,0,0.004,0.138,0.019,0.074,0.022,0.536,0.059,0.476,0.03,0.799,0.097,0.026,0.022,0,0,0.417,N<5,N<5,0,0.5,0.7,0.092,0.694,0.141,0.03,0.015,0.007,0.235,0.476,0.208,0.041,0.008,0.012,7.1,0.833,0.929,0.777,0.965,0.89,N/A,N/A,0.94,N/A,N/A
,,,30Q002,P.S. 002 Alfred Zimberg,Elementary,515,0.49,0.53,Good,Good,Good,0.9,0.91,0.89,0.88,0.94,0.96,0.96,0.93,0.92,,,0.474,0.526,0,0.223,0.202,0.004,0.111,0.074,0.678,0.118,0.633,0.188,0.047,0.425,0.006,0.004,0.317,N<5,N<5,0.114,N<5,N<5,0.864,0.3,0.063,0.088,0.416,0,0,0.419,0.196,0.046,0.56,0.009,0.002,0.16,0.4,0.818,0.918,0.696,0.97,0.97,N/A,N/A,0.99,N/A,N/A
,,,30Q010,I.S. 010 Horace Greeley,Middle,641,0.56,0.59,Good,Good,Good,0.78,0.91,0.7,0.81,0.71,0.89,0.95,0.87,0.97,2.8,2.65,0.487,0.513,0,0.195,0.192,0.008,0.092,0.083,0.846,0.139,0.794,0.164,0.061,0.585,0.006,0.017,0.162,N<5,N<5,N<5,0,0,0.836,0.5,0.125,0.092,0.452,0.014,0.008,0.279,0.177,0.061,0.57,0.008,0.004,0.156,0.6,0.946,0.915,0.674,0.959,0.92,N/A,N/A,0.98,N/A,N/A
,,,30Q011,P.S. 011 Kathryn Phelan,Elementary,680,0.59,0.61,Good,Good,Good,0.84,0.78,0.89,0.82,0.81,0.85,0.96,0.94,0.95,,,0.522,0.478,0,0.288,0.171,0.013,0.093,0.051,0.768,0.128,0.713,0.294,0.012,0.55,0.007,0,0.124,0.105,N<5,0.14,0,N<5,0.702,0.2,0.243,0.006,0.57,0.01,0.002,0.14,0.196,0.046,0.56,0.009,0.002,0.16,10.2,0.895,0.925,0.756,0.957,0.93,N/A,N/A,0.98,N/A,N/A
